Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6OMT6X3DgfGp6lKBOu0bVO,"Paranoia","Paranoia","Dynammo",2020-05-22,164364,4,false,ruffoj,2025-05-08T22:49:06Z,"post-punk,shoegaze,darkwave","Compañía Discográfica Cosmodemónica",0.435,0.948,2,-7.253,0,0.0535,0.0253,0.9,0.144,0.729,168.245,4
spotify:track:3JfieA8AhdSTGXHAAAr4Uy,"Brigadas Metálicas","Luchando por el Metal","V8",1983-04-10,184546,37,false,ruffoj,2025-05-08T22:49:22Z,"argentine rock,heavy metal,speed metal","Umbral",0.326,0.981,2,-2.681,0,0.151,0.127,0.00000171,0.195,0.219,131.755,4
spotify:track:0k9JIBszlCqCa4SpXI353F,"BIRDS","SEEIN’ STARS / BIRDS","Turnstile",2025-04-30,146933,63,false,ruffoj,2025-05-08T22:49:33Z,"hardcore punk,hardcore","Roadrunner Records",0.415,0.957,0,-4.935,1,0.141,0.00285,0.00418,0.0868,0.0455,119.917,4
spotify:track:7iurUydISPFFeZGujL6Xnp,"Planeta Solitario","Corsario Negro","Los Natas",2002-02-26,283946,17,false,ruffoj,2025-05-11T23:46:58Z,"stoner rock,space rock,stoner metal,sludge metal,argentine rock","Small Stone Records Co.",0.378,0.645,8,-6.553,1,0.0322,0.114,0.734,0.19,0.169,115.428,4
spotify:track:5CtaBjZac81phlz5FNFI18,"Beat the Bastards","Blood of the Nations","Accept",2010-08-20,324746,51,false,ruffoj,2025-05-11T23:47:05Z,"heavy metal,speed metal,metal,hard rock,thrash metal","Nuclear Blast",0.523,0.984,11,-3.695,0,0.116,0.0000186,0.0175,0.0553,0.324,120.004,4
spotify:track:4vZ6dHqPyaKj2sjw4koPIl,"¿Qué Parte De Todo Esto Te Llevarías?","¿Qué Se Siente Estar Mejor?","WRRN",2023-08-21,173962,28,false,ruffoj,2025-05-19T23:51:12Z,"screamo,melodic hardcore,post-hardcore","Inerme Discos",0.38,0.922,5,-5.438,0,0.0627,0.00208,0.0013,0.124,0.195,134.985,3
spotify:track:1h2CJLG14mxocxK3Nojikf,"Beskar","Tensión de Siglo","Rosa Profunda",2024-07-11,238399,18,false,ruffoj,2025-05-19T23:51:55Z,"","Rosa Profunda",0.547,0.717,2,-6.313,1,0.0309,0.00231,0.677,0.121,0.365,130.08,4
spotify:track:4yScRxolqurMrlENa2Q0XN,"Asteroid","Welcome to Sky Valley","Kyuss",1994-06-07,288933,48,false,ruffoj,2025-05-19T23:52:10Z,"stoner rock,stoner metal,sludge metal,doom metal,space rock","Rhino/Elektra",0.307,0.481,5,-13.651,1,0.0422,0.102,0.906,0.589,0.207,144.306,4
spotify:track:0pwObEOHolQZSldJ2q1wpy,"Stinkfist","Ænima","TOOL",1996-09-17,312120,72,false,ruffoj,2025-05-20T22:54:44Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441,4
spotify:track:1aMikxjRvuM1ZBnmexkz53,"DESCONOCIDO","DESCONOCIDO","Dum Chica",2025-03-27,185286,32,false,ruffoj,2025-05-22T23:11:11Z,"riot grrrl","Dum Chica",0.536,0.727,2,-7.547,1,0.0241,0.0102,0.741,0.105,0.319,95.05,4
spotify:track:2MIIoDcnRqvTF5ASmpVpgR,"13","Pizza?","Pizza",2024-02-29,156842,16,true,ruffoj,2025-05-22T23:11:24Z,"","Independent",0.604,0.831,9,-8.051,0,0.0599,0.395,0.895,0.0969,0.796,124.969,4
spotify:track:5Pmpq3bZzrjT9HuYbvMviP,"From The Edge Of The Deep Green Sea","Wish","The Cure",1992-01-01,460293,50,false,ruffoj,2025-05-22T23:11:29Z,"new wave,post-punk,gothic rock,darkwave","Polydor Records",0.468,0.686,4,-10.579,0,0.0307,0.0134,0.000479,0.163,0.305,111.099,4
spotify:track:7Gl2RyA6Vn4KdgpacprbUg,"Ella Vendrá - Remastered","Don Cornelio y La Zona","Don Cornelio Y La Zona",1996-01-01,251173,46,false,ruffoj,2025-05-22T23:11:43Z,"argentine rock","Universal Music S.A.",0.536,0.825,9,-8.882,0,0.0268,0.0000764,0.0000253,0.253,0.696,138.588,4
spotify:track:4raoyZZLL6wsxihsGjuNev,"Barbazul Versus el Amor Letal","Gulp!","Patricio Rey y sus Redonditos de Ricota",1985-04-22,259026,53,false,ruffoj,2025-05-26T23:09:20Z,"argentine rock","Patricio Rey Discos",0.495,0.803,11,-7.019,0,0.0406,0.239,0.0000191,0.188,0.672,118.569,4
spotify:track:1KIULMQCBtwb7z2pcl2H4s,"Producto Argentino","Producto Argentino","Boyler",2025-05-15,214413,41,true,ruffoj,2025-06-02T13:56:26Z,"nu metal,rap metal","Boylercompany",0.667,0.975,5,-1.233,1,0.062,0.145,0,0.0537,0.638,103.023,4
spotify:track:0OEBOJhSObnFuHuasXdt52,"Dia de Enero","Fijación Oral Vol. 1","Shakira",2005-06-03,173133,75,false,ruffoj,2025-06-02T13:56:56Z,"latin pop","Epic",0.687,0.361,10,-11.589,1,0.0792,0.35,0.0000111,0.11,0.526,165.747,4
spotify:track:5yMXAaSvxo12QkYU75Ixv0,"Luka","Solitude Standing","Suzanne Vega",1987-01-01,231933,67,false,ruffoj,2025-06-02T13:57:04Z,"singer-songwriter","A&M",0.63,0.697,6,-10.654,1,0.0311,0.189,0.000258,0.116,0.796,124.956,4
spotify:track:3N6unIDDQMGZ76MetQIfmr,"¿Quién Soy Yo Para No Sentir?","Días de Guerra","Revistas",2024-05-31,126908,17,false,ruffoj,2025-06-02T13:57:09Z,"","Revistas",0.449,0.9,2,-5.037,1,0.0345,0.000103,0.0152,0.726,0.276,81.025,4
spotify:track:3Q2YTJihx6gPSyEgSzi44U,"Bailarina","Es Mentira","Miranda!",2002-11-01,284680,40,false,ruffoj,2025-06-02T13:57:19Z,"latin pop","Pelo Music",0.697,0.974,11,-3.067,0,0.0499,0.178,0.00726,0.32,0.878,116.986,4
spotify:track:0dxPHMZTI8TWMYRucsAFNd,"Attack","Hypnotize","System Of A Down",2005-11-22,186466,63,false,ruffoj,2025-06-02T13:57:24Z,"nu metal,metal,alternative metal,rap metal,rock","American/Columbia",0.349,0.97,6,-2.874,1,0.0892,0.005,0.00000331,0.0432,0.299,159.779,4
spotify:track:0wzRcekWyVCSyPtlPOeJau,"Go With The Flow","Songs For The Deaf","Queens of the Stone Age",2002-01-01,187146,71,false,ruffoj,2025-06-02T13:57:36Z,"stoner rock,alternative rock","Polydor Associated Labels",0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4
spotify:track:2yxMjFbVQinwb5rbPEJUhf,"Hipercometa","Hipercometa","joa wav",2023-10-31,160000,2,false,ruffoj,2025-06-02T13:58:02Z,"latin indie","joa wav",0.664,0.529,2,-10.417,1,0.0443,0.0878,0.828,0.224,0.741,89.983,4
spotify:track:3vGZBBwlr55gGCW7zK3wxp,"El Error","Atrapasueños","Carajo",2004-02-05,216800,40,false,ruffoj,2025-06-09T21:58:23Z,"argentine rock","Universal Music Argentina S.A.",0.478,0.977,8,-3.954,1,0.0919,0.00555,0.00000186,0.202,0.407,149.911,4
spotify:track:1xYF92gHczGqHPHaMfMnOl,"You N33d Me","viagr aboys","Viagra Boys",2025-04-25,233571,58,true,ruffoj,2025-06-09T21:58:37Z,"post-punk,egg punk","Shrimptech Enterprises",0.437,0.881,1,-4.976,1,0.153,0.00139,0.432,0.158,0.69,165.361,4
spotify:track:7Apo6o7oxgFyXaSmdx6NHN,"Si Te Vas","Donde Estan Los Ladrones","Shakira",1998-09-29,210266,75,false,ruffoj,2025-06-09T21:58:43Z,"latin pop","Epic",0.677,0.897,2,-5.458,1,0.0393,0.0431,0,0.264,0.828,107.78,4
spotify:track:1RNr6QJ1lexmCJJXsksg06,"I Can't Make Up My Mind","Begin Here","The Zombies",1965-04-30,152906,38,false,ruffoj,2025-06-09T21:58:51Z,"baroque pop,psychedelic rock","Zombies Partners",0.632,0.524,9,-8.1,0,0.0304,0.537,0,0.0789,0.614,128.469,4
spotify:track:0FpYqjOx9Q4khUauXDrVtj,"Luz Verde","Aries","Luis Miguel",1993,301933,56,false,ruffoj,2025-06-09T21:58:58Z,"mariachi,bolero,latin pop,villancicos","WEA Latina",0.71,0.859,10,-6.86,0,0.0782,0.136,0.000508,0.23,0.793,107.499,4
spotify:track:3ZuVfQriS93y6ofwbIf7lp,"Children of the Grave","Master of Reality (2009 Remastered Version)","Black Sabbath",1971-07-21,314720,5,false,ruffoj,2025-06-09T21:59:06Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock,classic rock","Sanctuary Records",0.311,0.658,6,-13.529,1,0.0406,0.0706,0.104,0.093,0.353,151.813,4
spotify:track:46byx3nwRDZwZ0dxPZNs0G,"Ángel - Once in Your Lifetime","Belinda","Belinda",2003-08-05,220253,69,false,ruffoj,2025-06-09T21:59:20Z,"latin pop","Ariola",0.581,0.834,0,-5.185,1,0.0707,0.216,0,0.323,0.517,164.015,4
spotify:track:7s6Rk59SDllxPq5omrxJT4,"Stillborn","The Blessed Hellride","Black Label Society",2018-09-21,196040,69,false,ruffoj,2025-06-22T21:38:05Z,"groove metal,metal,heavy metal","eOne Music",0.585,0.881,5,-4.719,0,0.0366,0.0000227,0.000939,0.376,0.425,107.03,4
spotify:track:719muV16yNGh6AxmCeMby1,"Rock Bottom - 2007 Remaster","Phenomenon (2007 Remaster)","UFO",1974-01-01,389333,57,false,ruffoj,2025-06-22T21:38:17Z,"hard rock,aor,space rock,heavy metal","Chrysalis Records",0.256,0.863,5,-6.582,1,0.106,0.0000349,0.00408,0.364,0.519,158.936,4
spotify:track:7MDBR4dEvtOGNyOBKNmP8n,"Children of the Sea","Heaven & Hell","Black Sabbath",1980-04-25,335213,58,false,ruffoj,2025-06-22T21:38:24Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock,classic rock","Sanctuary Records",0.424,0.645,6,-10.09,1,0.0319,0.0128,0.000139,0.191,0.354,142.051,4
spotify:track:6HQfFAupOMsmfWV4CbG1Kj,"The Shooting Star","Magma","Gojira",2016-06-17,342346,58,false,ruffoj,2025-06-24T23:25:48Z,"groove metal,metal,progressive metal,death metal,djent","Roadrunner Records",0.497,0.844,2,-5.055,0,0.0346,0.00158,0.0854,0.155,0.32,126.137,4
